Iteration	Posterior	Likelihood	Prior	alpha_dip	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates[61]	branch_rates[62]	branch_rates[63]	branch_rates[64]	branch_rates[65]	branch_rates[66]	branch_rates[67]	branch_rates[68]	branch_rates[69]	branch_rates[70]	branch_rates[71]	branch_rates[72]	branch_rates[73]	branch_rates[74]	branch_rates[75]	branch_rates[76]	branch_rates[77]	branch_rates[78]	branch_rates[79]	branch_rates[80]	branch_rates[81]	branch_rates[82]	branch_rates[83]	branch_rates[84]	branch_rates[85]	branch_rates[86]	branch_rates[87]	branch_rates[88]	branch_rates[89]	branch_rates[90]	branch_rates[91]	branch_rates[92]	branch_rates[93]	branch_rates[94]	branch_rates[95]	branch_rates[96]	branch_rates[97]	branch_rates[98]	branch_rates[99]	branch_rates[100]	branch_rates[101]	branch_rates[102]	branch_rates[103]	branch_rates[104]	branch_rates[105]	branch_rates[106]	branch_rates[107]	branch_rates[108]	branch_rates[109]	branch_rates[110]	branch_rates[111]	branch_rates[112]	branch_rates[113]	branch_rates[114]	branch_rates[115]	branch_rates[116]	branch_rates[117]	branch_rates[118]	branch_rates[119]	branch_rates[120]	branch_rates[121]	branch_rates[122]	branch_rates[123]	branch_rates[124]	branch_rates[125]	branch_rates[126]	branch_rates[127]	branch_rates[128]	branch_rates[129]	branch_rates[130]	branch_rates[131]	branch_rates[132]	branch_rates[133]	branch_rates[134]	branch_rates[135]	branch_rates[136]	branch_rates[137]	branch_rates[138]	branch_rates[139]	branch_rates[140]	branch_rates[141]	branch_rates[142]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]	F[9]	F[10]	F[11]	F[12]	F[13]	num_samp_anc	origin_time	psi	rates_dip[1]	rates_dip[2]	rates_dip[3]	rates_dip[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	turnover
2440	-424286.2	-424305	18.79876	1.179125	0.000879119	0.00181633	0.00291164	0.00519256	0.00794861	0.0107823	0.0140397	0.00665609	0.00410892	0.00505839	0.0060493	0.00233054	0.00489496	0.00394717	0.0073264	0.00351316	0.00463755	0.00958934	0.00198388	0.00451714	0.0016279	0.00352157	0.00164875	0.00387017	0.00794897	0.0146513	0.00048082	0.000433446	0.00551189	0.00392861	0.0067861	0.00963799	0.00350387	0.00812617	0.00692602	0.00168627	0.00054825	0.00998197	0.0146998	0.000853624	0.00198242	0.00153753	0.00240132	0.0023279	0.000203284	0.00153786	0.000858484	0.00137958	0.000778862	0.00113615	0.00116339	0.00185166	0.00238051	0.00619375	0.00656284	0.000393446	0.0110513	0.00920804	0.00734127	0.0020632	0.0184289	0.00387816	0.00719104	7.37628e-05	0.00165575	0.000983714	0.00785107	0.00730535	0.00215077	0.00128346	0.00271777	0.00163303	4.83423e-05	0.0010934	0.00177211	2.19654e-05	0.00124481	0.00496999	0.000412009	0.0170785	0.00141485	0.000575881	0.000555046	0.000696822	0.0122286	0.0012901	0.00060634	0.0020567	0.000859556	3.4922e-05	6.50443e-05	0.0014894	0.000126399	0.00958921	0.000447514	0.00415879	0.00783854	0.000891949	0.000490321	0.00063384	0.00013016	8.4626e-05	0.0022463	0.00152134	0.0022157	0.00560304	0.00232585	0.000939926	0.000317486	0.000992706	0.00010369	0.000108764	0.00184596	4.10697e-05	0.00228077	5.9045e-05	0.00557497	0.00712992	0.00815436	0.00115722	0.00262645	0.00944071	0.0110422	0.00456892	0.00783545	0.00693942	0.00496555	0.00271193	0.00219636	0.00244366	0.00815806	0.00408557	0.0065615	0.000359178	0.00503423	0.00245985	0.0128564	0.000433503	0.0449719	0.0120956	0.0185742	0.000791937	0.004608555	0.03039215	0.130245	0.249022	0.108159	0.121583	0.290381	0.10061	0.1243968	0	0	0	0	0	0	0	0	0	0	0	0	0	1	165.6555	0.0006366766	0.17125	0.524684	1.02433	2.27974	0.289646	0.163135	0.193735	0.353484	0.1547889	5.67451	34.0789	48.4199	40.5512	34.1072	13.0201	6.16755	20.758	47	19.767	43.9741	15	45	0.8036542
2450	-424298.1	-424319.6	21.55814	1.15459	0.000850271	0.001697	0.0027525	0.00525143	0.00799699	0.00937551	0.0132916	0.00710104	0.00386474	0.00429495	0.00632238	0.00226067	0.00428316	0.00392481	0.00787038	0.00350911	0.00489749	0.00442741	0.00215676	0.00436689	0.00166839	0.00328692	0.00114067	0.00382677	0.00811007	0.0155338	0.000396803	0.000202082	0.00433753	0.00327318	0.00638938	0.00921484	0.00451779	0.00738705	0.0071098	0.00207082	0.000569015	0.01031	0.0142833	0.000802591	0.00183775	0.00153305	0.00250067	0.00216944	0.000411078	0.00475452	0.000957783	0.00155801	0.000646767	0.00582411	0.00112675	0.00164503	0.00249362	0.00618506	0.0105332	0.000288799	0.0045524	0.00546429	0.00440135	0.00214843	0.0215865	0.00422896	0.00312434	9.4279e-05	0.00151552	0.00100088	0.00790861	0.0068282	0.0020516	0.00123806	0.00227295	0.00150907	5.11537e-05	0.00119689	0.00259148	7.52755e-06	0.00145903	0.00457515	0.000497821	0.00623489	0.00133249	0.000319151	0.000374788	0.00166001	0.0116987	0.00137636	0.000945012	0.00220321	0.00108556	2.2087e-05	8.15429e-05	0.0014607	0.000197204	0.00929622	0.000615509	0.00483136	0.00571793	0.000981761	0.000705447	0.000580355	0.000173311	0.000133338	0.00215531	0.00195096	0.00210196	0.00580879	0.00191066	0.000929401	0.000278373	0.00102914	0.000106221	0.00020173	0.0014595	4.74796e-05	0.00129404	8.04165e-05	0.00529232	0.00491447	0.00853893	0.0011266	0.00271211	0.00999613	0.00920127	0.00457024	0.00763851	0.00713271	0.00524767	0.00287809	0.00271191	0.0023796	0.00801593	0.00398597	0.00810737	0.000324715	0.00504354	0.00251296	0.0142795	0.000464675	0.0431349	0.0135565	0.0192034	0.000753705	0.004541228	0.03603107	0.130689	0.249871	0.108527	0.119941	0.290019	0.100953	0.118188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167.9007	0.0006829523	0.166727	0.51875	1.02154	2.29298	0.289646	0.163135	0.193735	0.353484	0.154219	5.67451	34.0789	48.4199	40.5512	34.1072	10.3362	6.16755	20.758	47	19.767	43.9741	15	45	0.7663643
2460	-424299.1	-424313	13.87614	1.172506	0.000844941	0.00170852	0.0025263	0.00544522	0.0081117	0.00851492	0.0141758	0.00707969	0.00397786	0.00436526	0.00595311	0.00244539	0.00441708	0.00398724	0.00766186	0.003825	0.00443811	0.00636814	0.00199273	0.00462028	0.00195777	0.00328278	0.00278149	0.0039303	0.0080937	0.0150938	0.000401918	0.000218873	0.00489962	0.00352492	0.00643836	0.00930387	0.00201115	0.00810929	0.00685884	0.0102669	0.000543119	0.00914715	0.014245	0.000716391	0.00217813	0.0015214	0.0019099	0.00188893	0.000513088	0.00233053	0.000815824	0.0014111	0.000959514	0.0061856	0.00108763	0.00170951	0.0026878	0.0062645	0.0116076	0.000284844	0.0147139	0.00554524	0.00701798	0.00199994	0.0242245	0.00465106	0.00689593	8.18921e-05	0.0017196	0.00110762	0.00794332	0.00697889	0.00221644	0.0012848	0.00232566	0.00153229	2.8797e-05	0.000767936	0.00161366	6.4573e-06	0.00083836	0.00426832	0.000337754	0.0146158	0.00131184	0.000651413	0.000925872	0.00524288	0.0105461	0.00135739	0.00120056	0.00217083	0.000798857	2.61082e-05	0.000119537	0.00136437	0.000848466	0.00806914	0.000505465	0.00509131	0.00414946	0.000961294	0.000576157	0.000584057	0.0001441	0.000157071	0.0030796	0.00151749	0.00213823	0.00609329	0.00175361	0.00100585	0.000132612	0.00105741	0.000110463	0.000289129	0.00157453	4.59674e-05	0.00366857	8.38147e-05	0.00539416	0.00689317	0.00774192	0.00112525	0.00297225	0.0101497	0.00945095	0.00524682	0.00743584	0.00696616	0.00506925	0.00267471	0.00241407	0.00243342	0.00850315	0.00438778	0.00646758	0.000737505	0.00518428	0.00281642	0.0154715	0.000376909	0.0428009	0.0106666	0.0209575	0.000968565	0.004597763	0.03749772	0.130992	0.25045	0.108779	0.120219	0.287299	0.102261	0.1257232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167.2428	0.000468942	0.170035	0.523101	1.02359	2.28327	0.292271	0.162532	0.193019	0.352178	0.1632209	5.67451	34.0789	48.4199	40.5512	34.1072	11.7483	6.16755	22.9636	47	19.767	43.9741	15	45	0.770264
2470	-424279.9	-424293.3	13.41273	1.183002	0.000835671	0.0017462	0.00300827	0.0052567	0.0079917	0.00888813	0.0147832	0.00739721	0.00405599	0.0045824	0.00655606	0.00237604	0.00465785	0.00372143	0.007618	0.00355335	0.00448926	0.00395164	0.00202898	0.00455459	0.00191248	0.00364072	0.00100176	0.00386526	0.0084811	0.0149879	0.000384919	0.000490342	0.00502198	0.00373693	0.00681039	0.00928898	0.00700567	0.00814159	0.0069731	0.00728495	0.000585703	0.00902742	0.0140209	0.00072848	0.00240119	0.00147365	0.00212554	0.00209366	0.000498619	0.00488554	0.00083257	0.00170955	0.000802913	0.00214202	0.00103822	0.00173145	0.0026199	0.0062942	0.0162923	0.000350067	0.00772826	0.00668697	0.00244727	0.00192563	0.0270784	0.00474344	0.00224791	0.000532719	0.00172575	0.00108522	0.00837238	0.00722981	0.0021957	0.00142383	0.00237815	0.00133684	1.83091e-05	0.000809592	0.00186921	3.01916e-05	0.000699828	0.00445996	0.000335593	0.00694078	0.00142968	0.000672146	0.000745659	0.00347921	0.0104015	0.00133991	0.000864788	0.00221518	0.000845598	2.78098e-05	0.000156785	0.00147636	0.000432817	0.00757621	0.000520418	0.00383016	0.00539116	0.00101025	0.000629982	0.000710434	0.000131311	0.000112567	0.00289261	0.00086524	0.00176545	0.00635361	0.00205668	0.00103344	0.000170229	0.00101747	0.000105425	0.000244606	0.00129459	5.82822e-05	0.00451472	7.26867e-05	0.00555756	0.00468762	0.00805574	0.0011374	0.00276226	0.00955681	0.0109646	0.00516222	0.00733388	0.00698152	0.00523957	0.00325345	0.00157041	0.00295187	0.00805908	0.00437287	0.00565901	0.000456836	0.00509113	0.00276734	0.0145478	0.000437856	0.0441113	0.00932227	0.0203076	0.000976566	0.005324938	0.03334469	0.12905	0.250871	0.108962	0.120421	0.287782	0.102915	0.1262896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169.2556	0.0002305162	0.171959	0.525605	1.02476	2.27768	0.292271	0.162532	0.193019	0.352178	0.1596343	5.67451	34.0789	48.9641	40.5512	34.1072	14.0768	6.56173	22.9636	47	19.767	43.9741	15	45	0.7911183
2480	-424290.7	-424309.8	19.1391	1.185944	0.000785684	0.00176504	0.00293379	0.00541581	0.00802489	0.00943789	0.0166229	0.00726281	0.00418916	0.00432454	0.00682339	0.00238057	0.00428796	0.0037648	0.00765093	0.00350014	0.00466144	0.00370051	0.0020268	0.00437583	0.00167934	0.00306334	0.00164503	0.00406772	0.00936656	0.0179458	0.000384802	0.000473544	0.0048381	0.00346883	0.00620577	0.00939688	0.00435882	0.00754595	0.00646401	0.00663567	0.000604358	0.0100368	0.0143308	0.000731033	0.00209723	0.00121717	0.00191572	0.00205829	0.000568842	0.00221287	0.00092031	0.00171825	0.000731162	0.000983623	0.000989189	0.00161032	0.00227439	0.00609984	0.00664611	0.000449943	0.00721433	0.00818695	0.00140468	0.00209756	0.0291196	0.00477715	0.00118343	0.000726197	0.00171374	0.00104422	0.00775564	0.00700001	0.00224254	0.00132898	0.0024587	0.00177047	1.581e-05	0.000676645	0.00323466	2.95151e-05	0.000759624	0.00576609	0.000138022	0.00337805	0.00128285	0.00052407	0.000924318	0.00593576	0.0108698	0.00258484	0.000367562	0.00237727	0.000911563	5.1564e-05	0.000271709	0.00149762	0.000460216	0.00742825	0.000592018	0.00400168	0.00616042	0.000881852	0.000784167	0.000624941	0.000160767	8.14861e-05	0.00462468	0.00143455	0.00160774	0.00646986	0.0016051	0.000889035	0.000509332	0.000988126	0.000117946	0.000367635	0.00185717	3.74003e-05	0.00463848	7.75444e-05	0.00579644	0.00596223	0.00813849	0.00107616	0.00280875	0.00974952	0.0106769	0.00559281	0.00732025	0.00684025	0.00494576	0.00336706	0.00252106	0.00242832	0.00847661	0.00412693	0.00584714	0.000359493	0.00513783	0.00286631	0.0144669	0.000413296	0.0421431	0.00934155	0.0222357	0.000901778	0.004376223	0.03348436	0.12925	0.251262	0.109131	0.120608	0.28823	0.101519	0.1414563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172.7804	0.0005324085	0.172497	0.526301	1.02508	2.27613	0.290729	0.163164	0.19377	0.352338	0.1749406	5.67451	34.0789	48.9641	40.979	34.1072	6.71472	6.56173	22.9636	47	19.767	43.9741	15	45	0.8085959
2490	-424299.9	-424316.2	16.27944	1.178703	0.000796783	0.00171796	0.00288337	0.00524169	0.0077727	0.00895107	0.0148491	0.00698316	0.00416546	0.00479381	0.00665087	0.00220212	0.0044273	0.0034943	0.00779605	0.00393606	0.00458179	0.0033883	0.00220381	0.00452432	0.00181105	0.00335098	0.00971405	0.00395685	0.0099434	0.0181522	0.000416307	0.000675199	0.00493912	0.00410011	0.00654947	0.0103401	0.0016746	0.00781276	0.00710245	0.00197131	0.000608836	0.00927069	0.0148633	0.000691671	0.00216227	0.00160504	0.00200452	0.00192771	0.000594131	0.00349877	0.000893859	0.00169996	0.00107745	0.00101127	0.00091575	0.00169185	0.00267826	0.00632776	0.00279996	0.000739002	0.00203073	0.0051637	0.0035178	0.00172539	0.0284538	0.00682391	0.00773455	0.000467356	0.00162481	0.000951293	0.00810599	0.00699103	0.00224835	0.00137882	0.0026839	0.00167179	1.68603e-05	0.000439498	0.00515026	2.10863e-05	0.000966245	0.00670216	0.000133406	0.00432741	0.00123902	0.000412162	0.000884947	0.00457518	0.0110421	0.00153552	0.000343463	0.00231571	0.000844234	1.49009e-05	0.000271878	0.00156856	0.00045849	0.00744196	0.0005587	0.00403735	0.00633056	0.000842321	0.000560135	0.000712011	9.87939e-05	9.97097e-05	0.00341804	0.0024198	0.000924911	0.00662324	0.00175743	0.000889679	0.000342298	0.0010052	8.46247e-05	0.000296856	0.00130109	5.18042e-05	0.00643055	6.11554e-05	0.00575767	0.0059653	0.00786747	0.00119994	0.00271382	0.0089003	0.0111119	0.0049687	0.00730412	0.00727208	0.00487407	0.00335713	0.00138911	0.00292834	0.00765418	0.00591351	0.00593081	0.000672395	0.00491212	0.00298722	0.0155484	0.000437504	0.0419814	0.0091879	0.0233578	0.00104853	0.0040956	0.03513563	0.129769	0.25227	0.109569	0.121531	0.285851	0.101009	0.1322093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172.8436	0.0005522006	0.171172	0.524583	1.02428	2.27996	0.288765	0.164026	0.192936	0.354272	0.167345	6.15617	34.0789	48.9641	40.979	34.1072	9.10249	6.56173	22.9636	47	19.767	43.9741	15	45	0.7900407
2500	-424291.2	-424315	23.78225	1.197887	0.000737284	0.00181107	0.00296175	0.00534636	0.00727417	0.00884562	0.0148674	0.00705663	0.00390834	0.00482793	0.00640051	0.00227568	0.00432181	0.00416674	0.00788522	0.00361826	0.00474313	0.00644756	0.00228522	0.00427087	0.00184301	0.00307946	0.00466268	0.00418829	0.00868875	0.0189293	0.000423003	0.000906477	0.0048456	0.00377874	0.0056153	0.00932989	0.000936864	0.00726005	0.00711947	0.00961382	0.000607998	0.00935302	0.0135251	0.000822625	0.00201756	0.00148689	0.00188298	0.00207911	0.00064639	0.00209602	0.000835082	0.0013201	0.00075272	0.000925803	0.000992089	0.00161782	0.00229022	0.00612831	0.0026562	0.00101186	0.000818448	0.00235188	0.00177618	0.00163291	0.0285665	0.00486617	0.0119335	0.000552886	0.00152677	0.00124285	0.00781694	0.00779251	0.00200444	0.00124732	0.00258013	0.00150297	0.000101425	0.000977882	0.00261536	5.38319e-05	0.000559517	0.00409289	0.000258001	0.00246808	0.00109392	0.000451004	0.000791858	0.00265951	0.0114219	0.00133608	0.000400627	0.00175089	0.000935994	1.99046e-05	0.000129713	0.00160788	0.000310896	0.00671782	0.000469054	0.00419769	0.00595708	0.000804174	0.000717757	0.000561998	0.0001593	9.7263e-05	0.00277584	0.00184936	0.00336844	0.00646956	0.00159861	0.00100256	0.000427606	0.000983053	0.000100417	0.000267412	0.00173904	2.65158e-05	0.0061205	2.93787e-05	0.00555599	0.00489551	0.00791461	0.00118479	0.00255061	0.00870751	0.00904334	0.00510822	0.00761063	0.00731684	0.00514034	0.0033717	0.00184362	0.00281478	0.00689028	0.00491593	0.0050023	0.000468386	0.00495863	0.00283564	0.0130346	0.000423574	0.0410834	0.00878014	0.0218393	0.00112623	0.004539661	0.03646872	0.130209	0.249958	0.109941	0.121937	0.28682	0.101135	0.1292616	0	0	0	0	0	0	0	0	0	0	0	0	0	1	172.6291	0.0005887684	0.17467	0.529101	1.02636	2.26987	0.290107	0.164789	0.193833	0.351271	0.1657304	6.15617	34.0789	48.9641	40.979	34.1072	9.10249	6.45043	22.9636	47	19.767	43.9741	15	45	0.7799515
2510	-424283.9	-424303	19.03167	1.173096	0.000745888	0.00177888	0.00268884	0.0052441	0.00751673	0.00748374	0.013079	0.00688453	0.00419494	0.00529876	0.0066806	0.00221487	0.00447333	0.00382128	0.00866111	0.00368038	0.00515917	0.0033867	0.00223218	0.00448	0.00182757	0.00318141	0.00842038	0.00423211	0.0093423	0.0163904	0.000387481	0.000534289	0.00555175	0.00392286	0.00599605	0.00942773	0.0022022	0.00776278	0.0072763	0.0124055	0.000555049	0.00887042	0.0128068	0.000718679	0.00199608	0.00145152	0.00208378	0.00197842	0.000599896	0.00166151	0.000820696	0.00131444	0.000718137	0.000371105	0.00102672	0.00166046	0.00260395	0.00650071	0.003243	0.00107515	0.000392255	0.00425651	0.00316533	0.00200779	0.0280619	0.00459421	0.0112353	0.000337692	0.00163106	0.00148637	0.0076774	0.00749533	0.00204575	0.00136952	0.00263216	0.00164478	0.000141057	0.000648533	0.00362851	4.06846e-05	0.000324981	0.00478385	0.000172697	0.00261575	0.00136764	0.000406224	0.000395421	0.00180846	0.0116379	0.00108046	0.00159037	0.00167045	0.000933766	2.63054e-05	0.000168306	0.00158071	0.000623259	0.00712409	0.000678467	0.00452969	0.0052151	0.000967628	0.000691853	0.000703953	0.000172116	0.000107243	0.00196276	0.00162623	0.00306861	0.00652986	0.00161947	0.000969013	0.000384418	0.000997077	0.000111964	0.000410013	0.00197389	3.36553e-05	0.00632684	7.7386e-05	0.00518388	0.00592268	0.00749723	0.00119544	0.00267245	0.00946827	0.00912279	0.00462597	0.00670607	0.00758745	0.00501388	0.00300517	0.00218756	0.00218159	0.00806407	0.00464746	0.00660269	0.000534152	0.00512255	0.00249665	0.0151633	0.000406529	0.0414343	0.0112808	0.023743	0.0015278	0.004512382	0.02667718	0.130612	0.250732	0.110281	0.11922	0.287708	0.101448	0.127479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171.2333	0.0006015029	0.170144	0.523242	1.02366	2.28296	0.290107	0.164789	0.193833	0.351271	0.1541562	6.15617	34.0789	48.9641	40.979	34.1072	9.10249	6.45043	22.9636	47	19.767	43.9741	15	45	0.8269471
2520	-424273.2	-424297.3	24.06705	1.167999	0.000770816	0.00178933	0.002692	0.00528361	0.00761413	0.00810512	0.0114536	0.00723346	0.00435637	0.00573114	0.00666643	0.00226999	0.00453146	0.00410333	0.00797683	0.0039728	0.00452259	0.00371536	0.00243545	0.00459966	0.00186738	0.0031149	0.0059244	0.00415032	0.00755089	0.0144048	0.000352391	0.00101577	0.00477031	0.00404352	0.00641652	0.00890702	0.00505311	0.00742253	0.00737606	0.00548679	0.000538549	0.00929543	0.0136314	0.000788781	0.00204104	0.00144663	0.00188287	0.00205098	0.000413751	0.00293967	0.000828036	0.00140086	0.000697916	0.00090602	0.00113636	0.00169562	0.00252088	0.00621531	0.00294399	0.00104798	0.000229704	0.00160392	0.00461485	0.00239652	0.027015	0.00455666	0.00560497	0.00247648	0.0016407	0.00141466	0.00790635	0.00743603	0.00219506	0.00156474	0.0025554	0.0018144	4.78498e-05	0.000685166	0.00193679	2.64113e-05	0.000678899	0.00327594	0.000513446	0.00145535	0.000620505	0.000911236	0.00107205	0.00228818	0.0102333	0.0014137	0.00101561	0.00167847	0.000837557	2.94324e-05	0.000150774	0.00166638	0.000537148	0.00690451	0.000532615	0.00440058	0.00460394	0.000954784	0.000791669	0.000757144	0.000178438	7.04481e-05	0.00180429	0.000758875	0.00478702	0.00639211	0.0014199	0.00109858	0.000291313	0.00100756	0.000106334	0.000606001	0.00190682	4.47349e-05	0.00709247	1.68935e-05	0.00510386	0.00547112	0.00791245	0.00116077	0.00253353	0.00884507	0.0098348	0.0052115	0.00684689	0.00766488	0.00490197	0.00281984	0.00166091	0.0022617	0.00826504	0.0043813	0.00630396	0.000452283	0.00536313	0.00246058	0.0158175	0.000450377	0.0422181	0.0100144	0.0216889	0.00161967	0.004175144	0.03264436	0.129434	0.250971	0.110386	0.119681	0.287983	0.101545	0.1260394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170.2213	0.0006046425	0.169206	0.522015	1.02308	2.2857	0.290757	0.160678	0.196508	0.352057	0.1586838	6.15617	34.0789	48.9641	40.979	34.1072	9.10249	5.59896	22.5708	47	19.767	43.9741	15	45	0.7942804
2530	-424276	-424297.9	21.9075	1.160215	0.000797152	0.00177634	0.00280985	0.00563762	0.00737831	0.00797144	0.0144257	0.00736088	0.00435867	0.00611603	0.00694132	0.00238764	0.00486389	0.00415376	0.00794112	0.00376837	0.00474569	0.00625458	0.00263239	0.00452862	0.00191071	0.00318309	0.0062684	0.00444656	0.00868909	0.0155317	0.000353041	0.00295383	0.00485084	0.00394329	0.00595436	0.0084326	0.00466528	0.00816601	0.00799395	0.00301658	0.000539829	0.00958069	0.0143822	0.000868959	0.00241286	0.0013888	0.00214131	0.0021588	0.000545569	0.0016478	0.000827874	0.00125889	0.000665732	0.00115677	0.00120119	0.00173068	0.00238337	0.00628749	0.00436111	0.000951833	0.000615127	0.00132702	0.00550622	0.00260311	0.0252666	0.00597037	0.00864412	0.00380885	0.00169509	0.00139563	0.00809211	0.00740853	0.00211336	0.00164209	0.00244494	0.00162874	9.17588e-05	0.000409153	0.00168343	1.67165e-05	0.000399303	0.00439336	0.000732934	0.00139276	0.000434955	0.000781643	0.000430181	0.00205296	0.00956801	0.00113664	0.00103473	0.00170175	0.000912235	2.07147e-05	0.000117102	0.00173404	0.000284905	0.00624971	0.000462662	0.00421816	0.00498052	0.00103989	0.000645055	0.000742732	0.000144271	0.000111905	0.00179892	0.00131615	0.0037407	0.00689883	0.00207042	0.00100989	0.00045785	0.00106021	9.96809e-05	0.00149599	0.00180261	2.70218e-05	0.00805598	8.17285e-06	0.00500023	0.00514218	0.00832253	0.00120554	0.00194509	0.00939949	0.00947874	0.00516566	0.00694676	0.00843715	0.00452329	0.0026189	0.0017876	0.00249385	0.00749731	0.00519386	0.00549413	0.000458355	0.00511594	0.00252832	0.014563	0.000468426	0.0426167	0.00920161	0.0236774	0.001481	0.003776451	0.02697383	0.129748	0.250881	0.110346	0.119638	0.287879	0.101508	0.1365662	0	0	0	0	0	0	0	0	0	0	0	0	0	1	169.3327	0.0005006304	0.167769	0.520127	1.02219	2.28991	0.290757	0.160678	0.196508	0.352057	0.16354	6.15617	34.0789	48.9641	40.979	34.1072	9.10249	5.59896	22.5708	47	19.767	43.9741	15	45	0.8350629
2540	-424286.2	-424309	22.80466	1.195199	0.000761197	0.00184118	0.00280087	0.00534886	0.0077459	0.0078767	0.0143078	0.00698977	0.00398643	0.00513228	0.00717312	0.00238873	0.00460015	0.00396726	0.00782938	0.00369362	0.00493921	0.00327759	0.00262967	0.00455152	0.00193705	0.00318886	0.0117091	0.00443658	0.009317	0.0171896	0.00037096	0.00136616	0.00499247	0.00457018	0.00613442	0.00852438	0.00166235	0.00733897	0.00687207	0.00426996	0.000586307	0.0094023	0.0141241	0.000766616	0.00254757	0.00136083	0.00196856	0.00176474	0.000460152	0.000746436	0.000886807	0.00140729	0.000748492	0.0016216	0.00114954	0.00166541	0.00244661	0.00643537	0.0035687	0.000937135	0.00162212	0.00656321	0.00135311	0.00262822	0.0248052	0.00648302	0.00453672	0.00359256	0.00164842	0.00135985	0.00815338	0.00758798	0.0022759	0.00154507	0.00197474	0.00138868	1.68487e-05	0.000484939	0.000807357	3.11091e-05	0.000394371	0.00597382	0.00111223	0.00269607	0.000388509	0.000523016	0.00100102	0.00279212	0.00825056	0.00200257	0.000751853	0.00171468	0.000776959	2.27534e-05	6.90356e-05	0.00159317	0.000653906	0.00679652	0.000593918	0.00419369	0.00431305	0.00097501	0.000682099	0.000788746	0.000122814	0.000172814	0.00197662	0.00158553	0.00286733	0.00678809	0.00176721	0.000669836	0.000664917	0.00106113	8.37505e-05	0.00114812	0.00167229	2.29975e-05	0.00769818	1.12505e-05	0.00505695	0.00494392	0.00805464	0.00115862	0.00183335	0.00922812	0.0101088	0.00498941	0.0067474	0.00715306	0.00468901	0.00282991	0.00169498	0.00289642	0.00846192	0.00424201	0.00579555	0.000396577	0.00522195	0.00273001	0.0133761	0.00042784	0.0402291	0.010518	0.0224691	0.00143281	0.004198777	0.03772608	0.130306	0.250279	0.110082	0.120881	0.287188	0.101264	0.1243795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167.3903	0.0004452718	0.174182	0.528475	1.02608	2.27127	0.29152	0.162127	0.194846	0.351506	0.1621056	6.15617	34.0789	48.9641	40.979	34.1072	5.26076	5.59896	20.7579	47	19.767	43.9741	15	45	0.7672747
