Iteration	Posterior	Likelihood	Prior	alpha_dip	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates[61]	branch_rates[62]	branch_rates[63]	branch_rates[64]	branch_rates[65]	branch_rates[66]	branch_rates[67]	branch_rates[68]	branch_rates[69]	branch_rates[70]	branch_rates[71]	branch_rates[72]	branch_rates[73]	branch_rates[74]	branch_rates[75]	branch_rates[76]	branch_rates[77]	branch_rates[78]	branch_rates[79]	branch_rates[80]	branch_rates[81]	branch_rates[82]	branch_rates[83]	branch_rates[84]	branch_rates[85]	branch_rates[86]	branch_rates[87]	branch_rates[88]	branch_rates[89]	branch_rates[90]	branch_rates[91]	branch_rates[92]	branch_rates[93]	branch_rates[94]	branch_rates[95]	branch_rates[96]	branch_rates[97]	branch_rates[98]	branch_rates[99]	branch_rates[100]	branch_rates[101]	branch_rates[102]	branch_rates[103]	branch_rates[104]	branch_rates[105]	branch_rates[106]	branch_rates[107]	branch_rates[108]	branch_rates[109]	branch_rates[110]	branch_rates[111]	branch_rates[112]	branch_rates[113]	branch_rates[114]	branch_rates[115]	branch_rates[116]	branch_rates[117]	branch_rates[118]	branch_rates[119]	branch_rates[120]	branch_rates[121]	branch_rates[122]	branch_rates[123]	branch_rates[124]	branch_rates[125]	branch_rates[126]	branch_rates[127]	branch_rates[128]	branch_rates[129]	branch_rates[130]	branch_rates[131]	branch_rates[132]	branch_rates[133]	branch_rates[134]	branch_rates[135]	branch_rates[136]	branch_rates[137]	branch_rates[138]	branch_rates[139]	branch_rates[140]	branch_rates[141]	branch_rates[142]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]	F[9]	F[10]	F[11]	F[12]	F[13]	num_samp_anc	origin_time	psi	rates_dip[1]	rates_dip[2]	rates_dip[3]	rates_dip[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	turnover
920	-424282.3	-424303.5	21.1886	1.179477	0.00104906	0.00194883	0.00348485	0.00604157	0.00971287	0.00562127	0.0102308	0.00529494	0.00259805	0.00231919	0.00277353	0.00228726	0.00503073	0.00375504	0.00842055	0.00372645	0.00438277	0.00463684	0.00294144	0.00430402	0.00186911	0.00358529	0.00203561	0.00484743	0.00361439	0.00700668	0.000461682	0.0100291	0.00512134	0.00376002	0.00663367	0.00970406	0.00278621	0.00907821	0.00970464	0.000808283	0.000570883	0.0111015	0.0155211	0.000673166	0.00191879	0.00110433	0.00212343	0.00208403	0.000818015	0.0033948	0.000802632	0.00119488	0.000594707	0.00556563	0.0027104	0.00125102	0.00162167	0.00422532	0.00412467	0.00549937	0.00396021	0.00440002	0.00151423	0.00432434	0.0099345	0.00194256	0.00299474	0.00109839	0.00171266	0.000959882	0.00969296	0.00932864	0.00215587	0.00131618	0.0015998	0.00101068	0.000128014	0.000918029	0.000427833	9.47985e-06	0.00186623	0.00529898	0.000709059	0.00728505	0.00227736	0.00716388	0.00540767	0.00418587	0.000197536	0.000592394	0.000224443	0.000107755	0.000758485	1.34272e-05	5.30019e-05	0.00140914	0.000721598	0.00353465	0.000459071	0.00488547	0.0024128	0.00115686	0.00043629	0.000563508	0.000127178	0.000302873	0.0104652	0.000365926	0.00284554	0.00473051	0.0035208	2.35273e-05	0.00117016	0.00110411	0.000117833	0.00591248	0.00305181	4.7425e-05	0.000262939	3.48699e-05	0.012282	0.00175498	0.00629005	0.00127543	0.00252801	0.0134098	0.0110398	0.00591448	0.00615259	0.009688	0.0042669	0.00418742	0.00501673	0.00908099	0.0154512	0.00404992	0.00908499	0.000329955	0.0061351	0.00194611	0.0143653	0.000432624	0.0377767	0.028697	0.0172576	0.0015363	0.005293132	0.02234537	0.134597	0.242745	0.109395	0.119157	0.293533	0.100573	0.206839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154.4813	0.0004429367	0.171314	0.524767	1.02437	2.27955	0.290584	0.160672	0.197164	0.351581	0.2291843	7.23743	34.0789	48.6313	41.3209	33.97	12.5216	5.77933	21.2156	47	18.7517	43.9741	15	45	0.9025004
930	-424278.5	-424299.9	21.43904	1.195643	0.000889453	0.00194179	0.00321172	0.00583137	0.0100895	0.00580922	0.0100288	0.00508227	0.00264687	0.0021423	0.00274308	0.00230163	0.00483745	0.00418905	0.00781592	0.0034681	0.00436036	0.00418673	0.00263311	0.00392121	0.00185064	0.00346133	0.00222038	0.00474724	0.00393729	0.00659398	0.000402437	0.00304772	0.00547472	0.00426604	0.00631464	0.00862535	0.00233296	0.00913244	0.00772188	0.00200448	0.00054734	0.0101801	0.0156437	0.000505108	0.00187455	0.00123112	0.002061	0.00236241	0.000813034	0.0124878	0.000770821	0.00125128	0.000553208	0.00293466	0.00258778	0.00124196	0.00195907	0.0045745	0.00854248	0.00564557	0.000516092	0.00124487	0.00400227	0.00443355	0.00868738	0.00213795	0.00162766	0.00127494	0.00162628	0.00109391	0.0102298	0.00947194	0.00218965	0.00115845	0.00158346	0.00106395	0.00024693	0.00299678	0.00111717	1.90399e-06	0.00139169	0.00480823	0.000357629	0.00780787	0.00167762	0.001912	0.00548498	0.0121215	0.000145872	0.000690378	0.000299728	9.25716e-05	0.000582378	2.60794e-05	5.85295e-05	0.00140822	0.00152121	0.00337314	0.000476911	0.00502549	0.00172466	0.00127467	0.000435856	0.000499279	0.000130937	0.000182268	0.0104288	0.000444801	0.00239328	0.00501187	0.00294643	3.98726e-05	0.00124522	0.00104335	0.000102179	0.00398328	0.00261387	4.5661e-05	0.000393131	4.38221e-05	0.0124137	0.00183817	0.0064785	0.0011849	0.00251243	0.0132633	0.0113569	0.00517606	0.00595327	0.00979371	0.00411296	0.00359432	0.00599913	0.00797336	0.0160974	0.00428865	0.0091985	0.000297827	0.0061976	0.00177564	0.0135192	0.000454126	0.0375122	0.0271354	0.0177512	0.00168211	0.004042582	0.04582823	0.135415	0.244219	0.110059	0.118628	0.290497	0.101183	0.1972735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154.6929	0.0005299003	0.174262	0.528578	1.02612	2.27104	0.290584	0.160672	0.197164	0.351581	0.2431017	5.98648	34.0789	48.6313	41.3209	33.97	12.5216	5.77933	20.4174	47	18.7517	43.9741	15	45	0.8114854
940	-424283.9	-424303.2	19.35299	1.201863	0.00090688	0.00196537	0.00321392	0.0060093	0.00993455	0.00554314	0.00969428	0.00523648	0.00264395	0.00194443	0.00278281	0.00231178	0.00480635	0.00384851	0.00807828	0.00357007	0.00456538	0.00344115	0.00315431	0.00405949	0.00181611	0.00326592	0.0059351	0.00447503	0.00391684	0.00779094	0.000424518	0.00287932	0.00540196	0.00419582	0.00692555	0.0082121	0.00910925	0.00962643	0.00907038	0.00634997	0.000601513	0.0101992	0.015967	0.000576034	0.00187939	0.000998657	0.00238013	0.0020931	0.000786349	0.014656	0.000762755	0.00112032	0.000637107	0.0023301	0.00245442	0.00134364	0.00172296	0.00445029	0.00953542	0.00559044	0.00259956	0.00265407	0.00140717	0.0045159	0.010015	0.00192245	0.00481421	0.000364843	0.00162625	0.00102738	0.0102888	0.00961665	0.00212758	0.00123365	0.00156801	0.00109143	0.00026846	0.00308145	0.00152119	8.97756e-07	0.00139736	0.00440999	0.00074622	0.0069601	0.000740646	0.00285317	0.00564396	0.00238951	7.68786e-05	0.000701156	0.000511869	4.50431e-05	0.000693469	3.98676e-05	9.8284e-05	0.00136383	0.00151309	0.00347761	0.000474488	0.0054535	0.00191283	0.00143539	0.000216507	0.000425719	0.000128956	0.000183772	0.016592	0.000660357	0.00255073	0.00446579	0.00393261	5.54199e-05	0.00116788	0.00108791	9.327e-05	0.00626237	0.00313571	7.00436e-05	0.000209482	7.58952e-05	0.0134895	0.00156508	0.00653934	0.0012585	0.00246414	0.0137043	0.0114349	0.0054192	0.00607291	0.0100536	0.00446699	0.00441116	0.0063381	0.00917331	0.0151729	0.00390586	0.00885302	0.000428004	0.00644217	0.00156173	0.0132171	0.000348664	0.0376916	0.0256216	0.0172401	0.00195388	0.003950901	0.02961984	0.129359	0.245447	0.111046	0.119691	0.293101	0.101356	0.2016504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155.9884	0.0003190234	0.17539	0.530025	1.02678	2.2678	0.2901	0.16207	0.196835	0.350995	0.2312703	5.69919	34.0789	48.6313	41.3209	33.97	13.7315	5.77933	20.4174	47	18.7517	43.9741	15	45	0.8719254
950	-424271.9	-424293.5	21.59906	1.168347	0.000955169	0.00195717	0.00342294	0.00565743	0.00959829	0.00587362	0.0103921	0.00529711	0.00286885	0.00222745	0.00283391	0.00220219	0.00449497	0.00427607	0.00835559	0.00339017	0.00455437	0.00261039	0.00295147	0.00406441	0.00165545	0.00326712	0.00351729	0.00464905	0.00395393	0.00737186	0.000405033	0.00922101	0.00498788	0.00385413	0.0055149	0.00892172	0.0141539	0.00891884	0.00830022	0.0046683	0.000531048	0.00987774	0.0153597	0.000581597	0.00170415	0.0011723	0.00207201	0.00195191	0.000725091	0.00994818	0.000802598	0.00115306	0.000556286	0.00146861	0.00246591	0.0012577	0.00182506	0.00472502	0.00605482	0.00567877	0.00453682	0.00128206	0.00284105	0.00468967	0.0103608	0.00182353	0.00493994	0.000238424	0.00157876	0.00101864	0.0098829	0.00904637	0.00222725	0.00122865	0.00154719	0.000956214	0.000189633	0.00269602	0.00216271	2.43749e-06	0.0012821	0.00577054	0.000637973	0.00491046	0.000890225	0.00387892	0.00539365	0.00410806	0.000202563	0.000742954	0.000850756	9.84305e-05	0.000645208	2.70905e-05	7.54403e-05	0.00147833	0.00140964	0.00386381	0.000450755	0.00514505	0.00193701	0.0014807	0.000384592	0.000464485	0.00011512	0.0002525	0.0187545	0.00142077	0.0021287	0.00530244	0.00277316	7.79411e-05	0.00114132	0.00108109	0.000100995	0.00309395	0.00246545	3.86692e-05	8.93192e-05	8.54352e-05	0.013175	0.00155537	0.00665487	0.00124776	0.00215009	0.0128991	0.0110088	0.00508664	0.00613228	0.0109034	0.00381109	0.00531466	0.00351676	0.00839472	0.0149654	0.00460306	0.00778293	0.000454268	0.00617931	0.00186856	0.0141466	0.000434789	0.0381715	0.0238471	0.0170976	0.00188392	0.004805568	0.0367155	0.131503	0.244443	0.110592	0.120618	0.291903	0.100941	0.1879483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155.2367	0.0003357825	0.16927	0.522099	1.02312	2.28551	0.290817	0.162488	0.194832	0.351862	0.2246638	5.69919	34.0789	48.6313	41.3209	33.97	13.7315	5.74575	20.4174	47	18.7517	43.9741	15	45	0.8365758
960	-424291.2	-424314.7	23.51964	1.147747	0.000968578	0.00198251	0.0031789	0.00566539	0.00956054	0.00694365	0.00975831	0.00544539	0.00269913	0.00199899	0.00271495	0.00232098	0.00453086	0.00381194	0.0079536	0.00355223	0.00424735	0.00158141	0.00276437	0.004236	0.00184901	0.00341181	0.00481175	0.00424808	0.00352435	0.00679777	0.000401695	0.00962913	0.0051065	0.00292377	0.0064636	0.00866256	0.0109169	0.00870485	0.00832951	0.0043961	0.000526281	0.0103075	0.0142136	0.000626298	0.00183326	0.00109283	0.00203674	0.00162171	0.000816882	0.00696201	0.000754141	0.00121127	0.00057128	0.0033155	0.00242498	0.00130327	0.00194615	0.00417912	0.00267045	0.00565975	0.00277445	0.00567943	0.00601049	0.00423725	0.00978995	0.00179793	0.0044145	0.00122934	0.00163265	0.000969983	0.00938348	0.00909936	0.0020937	0.00109317	0.00159244	0.000849064	5.92259e-05	0.00335942	0.00258546	1.63338e-06	0.000629894	0.00549337	0.000204857	0.00566548	0.0012776	0.00405662	0.00419787	0.00502136	0.00112135	0.000973546	0.000539229	3.55577e-05	0.000528213	2.9363e-05	0.000101572	0.00143362	0.00160163	0.0036572	0.000452704	0.00571496	0.00167723	0.00130943	0.000396973	0.000517676	0.000150074	0.000208965	0.0136165	0.00186946	0.00200389	0.00548934	0.00256088	6.77592e-05	0.00121061	0.00105618	0.000108689	0.00161632	0.00248853	5.34805e-05	0.000587887	4.39179e-05	0.0128924	0.00165217	0.00682108	0.00132443	0.00259588	0.0144668	0.0109828	0.00617008	0.00592706	0.00996043	0.00409424	0.00497153	0.0043111	0.00734832	0.0147241	0.00463459	0.0097011	0.000351653	0.00607858	0.0016674	0.0144509	0.00030916	0.0374108	0.023071	0.0165326	0.00194207	0.004407636	0.02814538	0.13154	0.246081	0.109325	0.121917	0.28856	0.102577	0.1926254	0	0	0	0	0	0	0	0	0	0	0	0	0	1	157.2581	0.0007524362	0.165456	0.517063	1.02074	2.29674	0.290225	0.16267	0.19505	0.352054	0.2207707	5.69919	34.0789	48.6313	41.3209	33.97	8.94706	5.74575	20.4174	47	18.7517	43.9741	15	45	0.8725131
970	-424294.8	-424312.5	17.66293	1.172467	0.000907514	0.00191929	0.00329706	0.00622581	0.00930667	0.00604759	0.0106108	0.0055499	0.00277876	0.00202728	0.0027784	0.00222935	0.00489285	0.00389805	0.00854441	0.00372725	0.00443484	0.0027427	0.00245876	0.00420839	0.00206048	0.00339553	0.0139511	0.00445192	0.00354736	0.00715152	0.000415808	0.00663884	0.00441546	0.00420723	0.00620383	0.00849765	0.00383304	0.00906	0.0089005	0.00967616	0.00055495	0.0109655	0.0152655	0.00063784	0.00179528	0.000939798	0.00225836	0.00228661	0.000710005	0.00497194	0.000746289	0.00134932	0.000843381	0.00267148	0.00214992	0.00129818	0.00194456	0.00484015	0.00539315	0.0054409	0.000792526	0.00697504	0.0164384	0.00419684	0.00831613	0.00203143	0.0158788	0.00358985	0.00168182	0.00104429	0.00973916	0.00938319	0.00210747	0.00110258	0.00160083	0.00103425	0.000130112	0.00182478	0.00445573	1.12129e-06	0.00124334	0.0054116	0.000532851	0.0047763	0.00173688	0.00271056	0.00370525	0.00569735	0.000463428	0.000902757	0.000243896	2.48068e-05	0.00057499	2.23737e-05	0.000130783	0.00145864	0.00199165	0.00423753	0.000360433	0.0055439	0.00162011	0.00158179	0.000548427	0.000380683	0.000107788	0.000333461	0.0132182	0.00155393	0.00368416	0.00514785	0.00251071	7.08097e-05	0.0012217	0.0010679	8.70233e-05	0.00230404	0.00279611	4.80543e-05	0.000633504	2.69649e-05	0.0130981	0.00162089	0.0062209	0.00134049	0.00285756	0.0144345	0.0105162	0.00560159	0.00590308	0.0113534	0.00401307	0.0042636	0.00136795	0.0089902	0.0147964	0.00402859	0.00861306	0.000436485	0.00600124	0.00193143	0.0149182	0.000410688	0.0374459	0.0266754	0.0172299	0.00199217	0.004641436	0.02875342	0.132051	0.245936	0.109261	0.121845	0.28839	0.102516	0.1889002	0	0	0	0	0	0	0	0	0	0	0	0	0	1	154.5572	0.0004376388	0.170028	0.523091	1.02359	2.28329	0.290225	0.16267	0.19505	0.352054	0.2176536	5.69919	34.0789	48.6313	41.3209	33.97	8.94706	6.91156	22.9321	47	18.7517	43.9741	15	45	0.8678937
980	-424281.4	-424302.7	21.33177	1.201473	0.000949068	0.00197267	0.00328726	0.00653876	0.00895161	0.00638192	0.00927099	0.00547832	0.00289171	0.00208194	0.00286012	0.00227186	0.00477298	0.00413307	0.00807746	0.00341713	0.00452143	0.0023342	0.00220546	0.00417445	0.00178758	0.00331174	0.00726925	0.00440929	0.00352314	0.00766148	0.000394296	0.00388505	0.00520606	0.00441995	0.00596903	0.009153	0.0132651	0.0091795	0.00864081	0.00217501	0.000545929	0.011025	0.0161168	0.000643475	0.00170125	0.00114561	0.00201239	0.00194486	0.000692634	0.00530479	0.00078955	0.0013249	0.000676002	0.0048963	0.00180943	0.00125565	0.00162706	0.00439339	0.00666666	0.00551352	0.000385141	0.010197	0.0147562	0.00390368	0.00834597	0.00152006	0.0015872	0.00329203	0.00170277	0.000993259	0.0096106	0.0084444	0.00221368	0.00117396	0.00180583	0.00127344	0.000130214	0.00119031	0.00186947	1.36063e-06	0.00115714	0.00523602	0.00066074	0.00372946	0.00202644	0.00239231	0.00346975	0.00670841	0.000760344	0.000729127	0.000531631	6.60104e-05	0.000740996	2.61698e-05	0.000231879	0.00148368	0.00311512	0.00376071	0.000480613	0.00510761	0.00198515	0.00147857	0.000513455	0.000450397	0.000112396	0.000456845	0.0134356	0.00170544	0.00362583	0.00546454	0.00258179	0.00016716	0.00107599	0.00104154	0.000105411	0.00126453	0.00281687	5.09129e-05	0.000352195	4.81817e-05	0.0130454	0.00131232	0.00688402	0.00134192	0.00296883	0.0142575	0.0118946	0.0058245	0.00599136	0.0119862	0.00399633	0.0043001	0.00313858	0.00989682	0.0144522	0.00442668	0.00796026	0.000377917	0.00618913	0.00152301	0.0148091	0.000558293	0.0391315	0.0251538	0.0180518	0.00125753	0.004343833	0.03292485	0.132848	0.24742	0.10992	0.116482	0.290196	0.103135	0.1950364	0	0	0	0	0	0	0	0	0	0	0	0	0	1	151.997	0.0003831264	0.17532	0.529934	1.02674	2.268	0.289946	0.162734	0.195127	0.352193	0.2279613	5.69919	34.0789	48.6313	41.3209	33.97	14.2089	5.84727	22.9321	47	18.7517	43.9741	15	45	0.8555682
990	-424289.6	-424310.4	20.88468	1.179171	0.000952903	0.00196859	0.00317888	0.00620486	0.00959187	0.00689817	0.00962104	0.00524283	0.00297567	0.00203222	0.00278332	0.00230462	0.00519879	0.00431887	0.00759051	0.00320475	0.00431731	0.00393751	0.00182552	0.0040092	0.00183423	0.00315608	0.00343595	0.00445304	0.00378244	0.00750768	0.000330534	0.00296106	0.00465062	0.00353456	0.00558582	0.00890317	0.00456597	0.0093723	0.00886624	0.00174056	0.000496364	0.00979575	0.0151873	0.000643329	0.00186316	0.00120983	0.00179803	0.00179858	0.000663738	0.00921562	0.000707994	0.00133284	0.000639005	0.00337369	0.00197139	0.00125727	0.00175873	0.00416428	0.0121164	0.00557329	0.00151658	0.00661448	0.0050131	0.00407401	0.00925353	0.00175811	0.000549538	0.0046274	0.0015414	0.00103406	0.00985108	0.00855016	0.00210406	0.00131024	0.00229915	0.00128607	0.000114907	0.00230312	0.000685083	2.13444e-05	0.00113452	0.00914273	0.000654989	0.00463887	0.00116067	0.00457547	0.00306766	0.0070432	0.00150545	0.00100835	0.000519567	0.000138524	0.000689691	3.00718e-05	0.000182342	0.00139837	0.00406246	0.00354317	0.000449397	0.00500461	0.00218994	0.00133881	0.000551573	0.000348256	0.000112803	0.000456091	0.0153448	0.00153184	0.0087612	0.00549158	0.00227248	0.000153404	0.00112343	0.0011109	9.0033e-05	0.00100098	0.00276071	3.78509e-05	0.000223106	7.02094e-05	0.0127403	0.00115264	0.0070129	0.00129576	0.00315135	0.0132882	0.0115888	0.00546313	0.0056169	0.0118444	0.00370001	0.00508483	0.00193584	0.00947493	0.0139431	0.00462681	0.00643367	0.000500661	0.00584378	0.00158584	0.0147631	0.000486078	0.0347161	0.0274156	0.016918	0.00228325	0.00402105	0.0251469	0.133246	0.24816	0.110249	0.11683	0.291064	0.100451	0.2025111	0	0	0	0	0	0	0	0	0	0	0	0	0	1	154.1737	0.0007771187	0.171258	0.524695	1.02433	2.27971	0.289946	0.162734	0.195127	0.352193	0.227658	5.69919	34.0789	48.6313	41.3209	33.97	14.2089	6.50576	22.9321	47	18.7517	43.9741	15	45	0.8895409
1000	-424281.2	-424304.6	23.41612	1.179425	0.000865875	0.00190049	0.00306214	0.00658507	0.00988718	0.00570348	0.010346	0.00544732	0.00277813	0.00206899	0.00263424	0.00227766	0.00489129	0.00432915	0.00850485	0.00350201	0.00448199	0.00201961	0.00215147	0.00408785	0.00170461	0.00326225	0.00747615	0.0042931	0.00437222	0.00676109	0.000410131	0.00083712	0.00401339	0.00360162	0.00549039	0.00950193	0.00421054	0.00876588	0.00836374	0.00221729	0.000544382	0.0102607	0.0163526	0.000658751	0.00178947	0.00109214	0.00191842	0.00190717	0.000798249	0.00245909	0.000762397	0.00143901	0.00062038	0.00853235	0.00242863	0.00125702	0.00176827	0.00488993	0.000988152	0.00550067	0.00228239	0.00623414	0.0048967	0.00451994	0.00836553	0.00150204	0.000594108	0.01281	0.00152342	0.00111604	0.00971409	0.00952586	0.00205761	0.0011185	0.00189875	0.00119719	5.44215e-05	0.00461392	0.00098438	1.92241e-05	0.00146697	0.00881838	0.0011283	0.00384389	0.00113529	0.00536314	0.00259114	0.00751347	0.000649856	0.000631227	0.000594622	9.59251e-05	0.000605585	5.59271e-05	0.000113002	0.00146191	0.00462443	0.00327142	0.000388418	0.00508786	0.00244132	0.00127176	0.000608856	0.00032164	0.000102177	0.000219043	0.0116884	0.00144509	0.00888019	0.00555608	0.00263266	0.000121454	0.00100251	0.00108629	0.000112567	0.000649288	0.00232392	5.39248e-05	0.000479955	4.25254e-05	0.0129479	0.00139033	0.00670849	0.0011893	0.0030608	0.0136989	0.0117168	0.00503724	0.00607331	0.012251	0.00373427	0.00544339	0.00489888	0.0081767	0.0145263	0.00486325	0.00740157	0.000328095	0.00595286	0.00165336	0.0152782	0.000497711	0.0353933	0.0281089	0.0170145	0.00285059	0.004632075	0.03280991	0.133325	0.248309	0.110315	0.122084	0.285456	0.100511	0.2106454	0	0	0	0	0	0	0	0	0	0	0	0	0	2	156.4248	0.0003064834	0.171305	0.524755	1.02436	2.27958	0.289946	0.162734	0.195127	0.352193	0.2434553	5.79431	34.0789	48.6313	41.3209	33.97	10.0216	6.50576	22.3969	47	18.7517	43.9741	15	45	0.8652323
1010	-424284	-424312.4	28.44348	1.198653	0.00089683	0.0019998	0.00342352	0.00634156	0.0093824	0.00632492	0.0101161	0.00547448	0.00282002	0.00199685	0.00276647	0.00231831	0.00498065	0.00402466	0.0080204	0.00343201	0.00431666	0.0017439	0.00151567	0.00400745	0.00185722	0.00313045	0.0126229	0.0043416	0.00361578	0.00768184	0.000359672	0.00122345	0.00412556	0.003515	0.00582801	0.0081294	0.00160669	0.00859971	0.00861955	0.000275526	0.000557757	0.0104481	0.015562	0.000618967	0.00170083	0.00114361	0.00182431	0.00175855	0.000642564	0.00046643	0.000743998	0.00149466	0.000750285	0.00670894	0.00194313	0.0013219	0.00181535	0.00407082	0.00334835	0.0053964	0.00328844	0.00347531	0.00128473	0.0041382	0.00889459	0.00168437	0.000762144	0.00662501	0.001549	0.00121543	0.0103989	0.00900486	0.00227223	0.00120582	0.0019423	0.00136907	0.000120531	0.00309233	0.000461485	9.94511e-05	0.00120393	0.0107214	0.000619385	0.00307239	0.00133029	0.00308529	0.00156683	0.00898661	0.0014587	0.000937693	0.000480427	8.38522e-05	0.00062561	3.69422e-05	0.000139934	0.00142403	0.0035607	0.00392616	0.000553452	0.00510235	0.00269427	0.00117404	0.000392477	0.000390566	0.000113034	0.000288204	0.0110316	0.00139978	0.0133877	0.00555166	0.00254239	4.21422e-05	0.00110651	0.00104911	0.000107249	0.000785508	0.00232908	5.41681e-05	0.000651768	2.9426e-05	0.0126114	0.00144366	0.00699922	0.0012522	0.00336693	0.0127413	0.0114999	0.00531141	0.0057526	0.0122977	0.00348704	0.00565616	0.00583652	0.00671688	0.0147877	0.00581613	0.0066352	0.000490196	0.00621213	0.00150889	0.0153747	0.000481651	0.036216	0.0240232	0.0170395	0.00287533	0.004313599	0.03217184	0.13178	0.24543	0.108958	0.123344	0.291143	0.0993458	0.2087486	0	0	0	0	0	0	0	0	0	0	0	0	0	2	153.57	0.0003483516	0.174809	0.52928	1.02644	2.26947	0.290811	0.160236	0.19571	0.353243	0.2409205	5.96034	34.0789	48.6313	41.3209	33.97	13.5583	6.50576	22.3969	47	18.7517	43.9741	15	45	0.8664628
1020	-424288.8	-424315.4	26.65675	1.184491	0.000946063	0.00200433	0.00368746	0.0063097	0.00982819	0.00693657	0.0100326	0.00570568	0.00278492	0.00188978	0.0028895	0.00236726	0.00497601	0.00396132	0.00848975	0.00381503	0.00476378	0.00174625	0.00115071	0.00413077	0.00169448	0.00314296	0.00871197	0.004514	0.00425103	0.00757706	0.000312319	0.0032649	0.00376956	0.00326076	0.0058355	0.00862989	0.00214087	0.00918633	0.00870677	0.000489569	0.000528168	0.00961198	0.0154903	0.000592881	0.00193304	0.00128108	0.00170051	0.00170413	0.00055409	0.0001985	0.000748018	0.00148744	0.000754254	0.00277113	0.00259616	0.00132964	0.00167481	0.00439239	0.00404592	0.00493963	0.00106232	0.00293008	0.000408658	0.00447483	0.00837216	0.00190407	0.00460258	0.00379182	0.00152882	0.000733238	0.0106345	0.00936002	0.00213596	0.00121508	0.00160953	0.00109959	0.000122057	0.00232113	0.0015332	6.7477e-05	0.000983246	0.0164798	0.00100165	0.00278399	0.000995885	0.00402144	0.000970502	0.0079201	0.00343155	0.000982447	0.000333894	0.000153823	0.000751953	4.96036e-05	9.86516e-05	0.00138305	0.00266569	0.00410649	0.000488555	0.00430523	0.00281505	0.00118565	0.00033794	0.000519071	0.00011737	0.000321106	0.0152158	0.00099936	0.0140146	0.00565076	0.00234507	0.000125322	0.00111598	0.00107749	0.00010176	0.00109131	0.00263021	4.86135e-05	0.000596959	4.30171e-05	0.0124672	0.00135312	0.0068136	0.00127275	0.00319249	0.0120541	0.0111485	0.00526141	0.00593481	0.0124264	0.00358561	0.00546844	0.00497148	0.00646775	0.0153138	0.00641893	0.00497127	0.000553384	0.00598975	0.00163761	0.0138647	0.000431105	0.0350228	0.0293458	0.0166648	0.00182954	0.004006056	0.02553429	0.128984	0.250168	0.109504	0.12442	0.284509	0.102415	0.2045816	0	0	0	0	0	0	0	0	0	0	0	0	0	2	153.4719	0.0003332256	0.172231	0.525957	1.02492	2.27689	0.29028	0.16368	0.19113	0.35491	0.2301159	6.55633	34.0789	48.6313	41.3209	33.97	13.5583	6.45654	21.4453	47	17.1041	43.9741	15	45	0.8890373
